PID,experimenter,location,gender,age_M,age_Y,age_group,condition,CB_order,prior_experience,color_choice,comp_check,manip_check,Happy Rating 1,happy_1,Sad Rating 1,sad_1,Angry Rating 1,angry_1,Fairness Rating 1,fair_1,Fairness explanation 1,diffs,look_time_hh:mm:ss,look_time,play_again,attribution,Cause Explanation,change,Change Explanation,board_choice,board explanation,Happy Rating 2,happy_2,Sad Rating 2,sad_2,Angry Rating 2,angry_2,Fairness Rating 2,fair_2,Fairness Explanation 2
DA22,Rachael,Zoom,F,69,5,A,Disadvantaged,1,N,Orange,Y,other player,Pretty happy,3,Not sad at all,1,Not angry at all,1,Really unfair,1,because the other one is winning,0,0:00:59,59,N,Structural,its shorter and its not long,Y,they have to practice,Equal,because we can go up the ladders and use the same slides,Really happy,4,A little sad,2,Not angry at all,1,Really fair,4,because i winned
DA23,Kaiah,Museum,M,53,4,A,Disadvantaged,2,Y,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,cause the orange player was winning,0,.,.,N,Structural,the orange player does better on the game board,Y,how old they are,Equal,because it has some slides connected together,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,because it was really similar to the other one we were playing
DA24,Rachael,Zoom,M,62,5,A,Disadvantaged,3,Y,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know,0,0:01:30,90,Y,Internal,Because they practice a lot of times,Y,They can practice,Equal,It looks fun,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know.
DA25,Rachael,Zoom,M,68,5,A,Disadvantaged,1,Y,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,A little unfair,2,I don't know,0,0:00:43,43,Y,Structural,I don't know,Y,Just read and read,Disadvantaged,n/a,Really happy,4,Not sad at all,1,A little angry,2,Really fair,4,Because I won
DA26,Rachael,Zoom,F,51,4,A,Disadvantaged,1,N,Green,Y,other player,Really happy,4,Really sad,4,Really angry,4,Really fair,4,Because I love this game,0,0:01:03,63,N,Structural,.,N,Cause it's such fun (?),Equal,.,Really happy,4,Really sad,4,Really angry,4,Really fair,4,Because I love that game!
DA27,Rachael,Zoom,F,57,4,A,Disadvantaged,2,Y,Orange,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because I don't care if somebody wins or doesn't win,0,0:01:08,68,Y,Structural,.,Y,Maybe...there's more ladders than the green slides. There's only two green slides and...maybe like 5 ladders,Equal,Because I like it,Really happy,4,A little sad,2,Not angry at all,1,Really fair,4,Because I liked the colors of the slides and the ladders
DB01,Josie,Parks,F,94,7,B,Disadvantaged,1,N,Green,Y,other player,Pretty happy,3,A little sad,2,Really angry,4,Really fair,4,because the other player's closer to the finish line,0,0:00:39,39,Y,Internal,the wheel tells them how many to go,Y,where they are on the game board changes it,Equal,can share the board,Pretty happy,3,Pretty sad,3,Pretty angry,3,Really fair,4,Because I won
DB02,Josie,Parks,M,82,6,B,Disadvantaged,2,Y,Green,Y,other player,Not happy at all,1,Not sad at all,1,Not angry at all,1,Really unfair,1,.,1,0:01:18,78,Y,Structural,They only had 2 slides and I had a lot. I only had 2 ladders and they had a lot,N,game is about luck,Equal,it looks more fair,A little happy,2,Not sad at all,1,Not angry at all,1,Really fair,4,because they got to use all the slides too and I got to use the ladders too
DB03,Josie,Parks,M,85,7,B,Disadvantaged,3,Y,Green,Y,other player,A little happy,2,A little sad,2,A little angry,2,A little unfair,2,because there were so many green slides,.,.,.,Y,Structural,more green slides,N,you can't change your number that you got on the spinner,Equal,because I'll have more ladders and it will be a lot better,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because the slides could be for both people and both people can use the same ladders
DB04,Josie,Parks,M,95,7,B,Disadvantaged,1,Y,Green,Y,other player,Not happy at all,1,Not sad at all,1,Pretty angry,3,A little fair,3,because everybody lost,1,0:00:36,36,N,Structural,green had less ladders and more slides,Y,by literally just cheating and not going on the slides,Equal,.,Pretty happy,3,Not sad at all,1,Not angry at all,1,Really fair,4,because I won and I'm playing versus a bot or AI
DB05,Rachael,Zoom,F,82,6,B,Disadvantaged,2,Y,Green,Y,other player,Pretty happy,3,A little sad,2,A little angry,2,Really unfair,1,Because they got more,1,0:01:12,72,Y,Structural,Me...it would make me do better. I want more ladders in this game!,Y,.,Equal,Because it's better,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,.
DB06,Kate,Zoom,M,73,6,B,Disadvantaged,3,Y,Orange,Y,other player,Pretty happy,3,Not sad at all,1,A little angry,2,A little fair,3,I don't know...I forgot,1,0:04:07,247,Y,Internal,They practice more,Y,They practice more,Equal,I don't know,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,"Because the other player got ahead of me, and I also got ahead of him."
DB07,Josie,Parks,F,92,7,B,Disadvantaged,1,Y,Green,Y,other player,Pretty happy,3,A little sad,2,A little angry,2,Really unfair,1,because the other player keeps getting ladders and never got a slide,0,0:00:44,44,Y,Structural,I don't know,Y,the wheel gives you the answer,Equal,I think I could catch up with the other player because the other player always got orange ladders,Really happy,4,A little sad,2,Not angry at all,1,A little unfair,2,because I chose that board
DB08,Josie,Parks,M,84,7,B,Disadvantaged,2,Y,Green,Y,other player,A little happy,2,Not sad at all,1,Not angry at all,1,A little unfair,2,because the orange player has more ladders,0,0:02:32,152,Y,Structural,there are more ladders for the other player and they're higher,Y,have the same amount of ladders,Equal,because both players can slide and climb,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because the players could both go down the same slides and up
DB09,Josie,Parks,F,77,6,B,Disadvantaged,3,N,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,"because we keep getting turns its not like he goes first, first, first and I only get one turn. we both keep going",0,0:01:18,78,Y,Internal,They've been practicing,Y,By trying harder,Equal,Cause that one. I like it because both of them can go,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Cause I won fair and square
DB10,Josie,Parks,F,78,6,B,Disadvantaged,1,Y,Orange,Y,other player,Pretty happy,3,A little sad,2,Not angry at all,1,Really fair,4,"Just for fun, no one won or lost",0,0:01:30,90,N,Structural,More ladders for them,N,Its just for fun,Equal,You can use every slide and ladder,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,No one wins or loses
DB11,Josie,Parks,M,82,6,B,Disadvantaged,2,Y,Orange,Y,other player,Pretty happy,3,Not sad at all,1,A little angry,2,A little unfair,2,I keep going down the slides,1,0:00:22,22,Y,Internal,Because they are good,Y,If they play it more than you,Equal,because he can go down the slides,Pretty happy,3,Not sad at all,1,Not angry at all,1,A little fair,3,I was losing and then I was winning
DB12,Josie,Parks,F,90,7,B,Disadvantaged,3,N,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,"because um they played fairly because if they cheated and they went up my ,adder or didn't go down their slide it wouldn't be fair",1,0:02:06,126,Y,Structural,because some times a green one stopes at the orange ladder they can't go up,Y,Maybe...this could be wrong but maybe if you shout more maybe ,Disadvantaged,because its more fun,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because even if you're behind in the game you can still catch up
DB13,Kate,Parks,M,91,7,B,Disadvantaged,1,Y,Green,Y,other player,A little happy,2,Not sad at all,1,A little angry,2,A little fair,3,because I was pretty close to him,1,0:00:27,27,Y,Structural,because he has less slides and i have a lot of them,Y,they have to get better just like practice more,Equal,because it looks cooler,Pretty happy,3,Not sad at all,1,Not angry at all,1,Really fair,4,because people got the tall ladder and I just got the 3
DB14,Kate,Parks,F,93,7,B,Disadvantaged,2,Y,Orange,Y,other player,A little happy,2,Not sad at all,1,Not angry at all,1,A little fair,3,because the other one got a lot more ladders and i just got some...lots of slides,1,0:01:44,104,Y,Structural,it has more ladders...the green one has like a lot more ladders,Y,it depends on the colour...the green player can do better because they have more ladders,Equal,so its more fair,Pretty happy,3,Not sad at all,1,Not angry at all,1,Really fair,4,because it has the slides that like both of us
DB15,Rachael,Zoom,F,94,7,B,Disadvantaged,3,N,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,A little unfair,2,Because the other player gets more ladders and they're more bigger,1,0:01:35,95,Y,Internal,Playing the game lots of times over and over,Y,Playing over and over,Equal,Because it's more fair,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because we got the same slides and ladders
DB16,Rachael,Zoom,F,77,6,B,Disadvantaged,1,N,Green,Y,other player,A little happy,2,Not sad at all,1,Not angry at all,1,A little fair,3,There's more orange ladders than green ladders,0,0:02:00,120,Y,Structural,There's more ladders for the orange,Y,If they have it at home and they play it a lot,Equal,I don't know...I just want something new,A little happy,2,Not sad at all,1,Not angry at all,1,Really fair,4,"No one can't go up this ladder, and no one can't go down this slide"
DB17,Kate,Zoom,M,75,6,B,Disadvantaged,2,Y,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because each person got their own color and slide.,1,0:01:21,81,Y,Internal,I don't know. ,Y,I don't know.,Equal,We can both use the slides and ladders.,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,The colors of the slides and ladders.
DB18,Josie,Zoom,M,76,6,B,Disadvantaged,3,Y,Orange,Y,other player,A little happy,2,A little sad,2,Pretty angry,3,Really unfair,1,because the green player had way more ladders and I had way more slides,1,0:01:28,88,N,Internal,because they're lucky and can avoid all the slides,Y,If they choose green they can do better,Equal,"So that I also have a bunch of ladders, it makes it more fair",Pretty happy,3,Not sad at all,1,Not angry at all,1,A little fair,3,because at least we can use all the ladders so we have a chance
DB19,Rachael,Zoom,M,93,7,B,Disadvantaged,1,N,Orange,Y,other player,Not happy at all,1,Not sad at all,1,Not angry at all,1,Really unfair,1,he got the most ladders,.,.,.,Y,Structural,because they have lot of ladders and i only have slides…,Y,practice,Equal,cause i get to go too,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,because he didnt get to win
DB20,Josie,Zoom,M,95,7,B,Disadvantaged,2,Y,Orange,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,A little unfair,2,because they had more ladders and I had more slides,0,0:00:52,52,Y,Structural,i think that the game board make it better to make it fair...its just doing it for no reason its doing normal. its automatic so it cant do what you want.,Y,cause there might be more ladders for the orange,Equal,"because everybody can use the same, we have the same amount of things",Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because we each had the same amount
DB21,Josie,Zoom,F,85,7,B,Disadvantaged,3,Y,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,A little unfair,2,they didn't have to go on any of the slides,0,0:01:28,88,Y,Structural,"because when they spin it's not them, they can't control the board. If they could move the board they could always pick the numbers that led them to a slide or ladder",N,it depends on the board because the board spins it for you. If they could be better at it they could move the board and that would make them better,Equal,because the old board is not that fair because I have so many slides,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because we could both go on the stairs and the slides
DB22,Griffin,Zoom,F,89,7,B,Disadvantaged,1,Y,Green,Y,other player,A little happy,2,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know,1,0:01:06,66,Y,Structural,There's more slides than ladders,Y,More ladders than slides,Equal,We can both go down the same slides,Pretty happy,3,Not sad at all,1,Not angry at all,1,Really fair,4,Because we can both go up and down the same thing
DB23,Josie,Museum,F,93,7,B,Disadvantaged,2,N,Orange,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because we didn't finish yet,1,0:04:45,285,Y,Structural,Because they were different ,Y,So both of us can get to the finish,Equal,Because it's pretty,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because the other player was close to the finish
DB24,Kaiah,Zoom,M,74,6,B,Disadvantaged,3,Y,Orange,Y,other player,A little happy,2,Not sad at all,1,Pretty angry,3,A little fair,3,cause he's gonna win and im gonna lose and that's a little bit unfair,0,0:01:14,74,Y,Structural, because he always gets the spinners…he always gets six and i always got…and he can go on ladders…the spinner is so bad,Y,because i think they are smarter and have done this before…not really smarter..the green player,Equal, because it looks easier so we can just go on the same ladders,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4, bcause i got in front of that guy and i liked that! it was so fair for me to win instead of that kid
DB25,Sarah,Zoom,M,72,6,B,Disadvantaged,1,Y,Orange,Y,other player,Not happy at all,1,Not sad at all,1,Not angry at all,1,A little fair,3,Because the other got ahead of me.,0,0:00:21,21,Y,Structural,Because they are greater than me at this game.,Y,"Because they think the gameboard looks easy, not hard. ",Equal,Because it is a combination of both colors. ,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because I got to the top and everybody didn’t.
DB26,Josie,Museum,M,82,6,B,Disadvantaged,2,Y,Green,Y,other player,Pretty happy,3,A little sad,2,Not angry at all,1,A little unfair,2,cause they got 5 ladders and I got 5 slides,0,0:01:10,70,N,Structural,I only have 2 ladders and I have 7 slides and they have 7 ladders,Y,good luck,Equal,cause whatever they get I also get,Pretty happy,3,Not sad at all,1,Not angry at all,1,A little fair,3,cause last time they got more slides and this time when they got one I got one
DB27,Josie,Museum,M,73,6,B,Disadvantaged,3,Y,Orange,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,because that player was going so far ahead,1,0:01:55,115,Y,Structural,they have less big slides and I have less ladders and more biggers slides,N,because you don't really know who's gonna win,Equal,because I want to have more chances of winning,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because the other player got far and I was behind but I still won
DB28,Rachael,Zoom,F,74,6,B,Disadvantaged,1,N,Green,Y,other player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because the other player was winning,0,0:01:20,80,Y,Internal,Because they played this game before,Y,If they practice,Equal,Because it’s more colorful,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because I won
EA01,Rachael,Zoom,F,56,4,A,Equal,1,N,Orange,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because we both get the same amount,0,0:01:27,87,N,Structural,Because he didn’t get that much slides than me…I got a lot,Y," Well I’m pretty good at games…[asked if someone who isn’t very good can get better, she said yes, E asked how] “I have no idea”",Equal,Because it’s easier than that one…if I only get on the orange ones I might get on the green one,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,Because the other one loses
EA02,Josie,Parks,F,67,5,A,Equal,2,N,Green,Y,my player,Really happy,4,A little sad,2,Not angry at all,1,Really fair,4,because I liked it!,1,0:00:18,18,Y,Internal,because maybe it's fun for them,N,I don't know,Equal,because I like the colors,Really happy,4,Not sad at all,1,Not angry at all,1,Really unfair,1,"because maybe I thought the orange player would win, but I won"
EA03,Rachael,Zoom,M,61,5,A,Equal,3,Y,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know,0,0:02:43,163,Y,Structural,The arrows…the arrows that let you know where to go,Y,Working hard,Equal,Cause I just want it,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know
EA04,Kaiah,Parks,M,58,4,A,Equal,1,N,Orange,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Love the gameboard--it looks cool,0,0:00:35,35,Y,Internal,Computer,Y,Don't know,Disadvantaged,don't know...I want to be the green player,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,"Gameboard is so cool. One player can go, one can't."
EA05,Kaiah,Parks,M,52,4,A,Equal,3,Y,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because it had people playing on it.,1,0:01:35,95,Y,Structural,Cause they have counts from the spinner,Y,"Yeah, I want to be the orange player. They can do better if the spinner spins it",Disadvantaged,Because I want to go up a different one.,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because it had the spinner
EA06,Rachael,Zoom,M,58,4,A,Equal,1,Y,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because it's cool,0,0:02:41,161,Y,Structural,Everyone gets better,Y,Everyone ,Disadvantaged,Because I like that,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because it's very fun
EA07,Josie,Parks,F,71,5,A,Equal,2,N,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,because I do!,1,0:02:34,154,Y,Structural,I don't know,Y,they could play it at home and practice,Disadvantaged,because it's funner,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,I dont know...cause I won
EA08,Rachael,Zoom,F,69,5,A,Equal,3,Y,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,Because...I don't know,1,0:04:30,270,Y,Internal,If they won this game many times,Y,They can keep practicing,Disadvantaged,Because...I'm not really sure,Really happy,4,Not sad at all,1,Not angry at all,1,A little fair,3,I'm not sure
EA09,Kate,Zoom,M,50,4,A,Equal,1,Y,Orange,Y,my player,Really happy,4,A little sad,2,A little angry,2,A little fair,3,I don't know.,0,0:01:08,68,Y,Internal,The orange is better than the green. The orange one is so fast.,Y,The orange one goes all the way here-here-here. I don't know how a kid could do better.,Equal,"Because I want to, and because I like the new board.",Pretty happy,3,Really sad,4,Pretty angry,3,Really fair,4,Because the people are super strong.
EA10,Sarah,Zoom,F,69,5,A,Equal,2,Y,Green,Y,same,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know.,1,0:03:23,203,Y,Structural,I don't know ,Y,Because if you try and try you will get better at it.,Equal,I don't know.,Really happy,4,Not sad at all,1,Not angry at all,1,Really fair,4,I don't know
